HON. GARBA IBRAHIM MOHAMMED,Jigawa,Tankarkar/Gagarawa,(Federal Constituency),Peoples Democratic Party
HON. ABDULKADIR HUSSEIN NAMADI,Jigawa,Hadejia/Kafin Hausa,(Federal Constituency),Peoples Democratic Party
HON. GALAMBI YUSUF SHITU,Jigawa,Gwaram,(Federal Constituency),Peoples Democratic Party
HON. UBALE SAFIYANU  TAURA,Jigawa,Ringim/Taura,(Federal Constituency),Peoples Democratic Party
HON. USMAN WADA GARKI,Jigawa,BABURA/GARKI,(Federal Constituency),Peoples Democratic Party
HON. IBRAHIM TIJJANI KIYAWA,Jigawa,DUTSE/KIYAWA,(Federal Constituency),Peoples Democratic Party
HON. HASSAN ADAMU ABUNABO,Jigawa,BIRNIWA/GURI/KIRIKASAMMA,(Federal Constituency),Peoples Democratic Party
HON. GARBA SHEHU NICHOLAS,Kaduna,Jema'a /Sanga,(Federal Constituency),Peoples Democratic Party
HON. BARDE YAKUBU UMARU,Kaduna,Kajuru/Chikum,(Federal Constituency),Peoples Democratic Party
HON. TAJUDEEN ABBAS,Kaduna,Zaria,(Federal Constituency),All Progressives Congress
HON. AHMED CHANCHANGI RUFAI,Kaduna,Kaduna South,(Federal Constituency),All Progressives Congress
HON. BELLO IBRAHIM,Kaduna,Igabi,(Federal Constituency),All Progressives Congress
HON. BALA YUSUF,Kaduna,Ikara/KuKubau,(Federal Constituency),All Progressives Congress
HON. JAGABA JAGABA ADAMS,Kaduna,Kachiya/Kagarko,(Federal Constituency),Peoples Democratic Party
HON. ABDULLAHI MOHAMMED SHAMSIDIN ANGO,Kaduna,Giwa/Birnin-Gwari,(Federal Constituency),All Progressives Congress
HON. LAWAL IBRAHIM NUHU KAYARDA,Kaduna,Lere,(Federal Constituency),Peoples Democratic Party
HON. ARABO SIMON YAKUBU,Kaduna,Kauru,(Federal Constituency),Peoples Democratic Party
HON. MUHAMMAD GARBA DATTI,Kaduna,Sabon Gari,(Federal Constituency),All Progressives Congress
HON. USMAN BAWA SHEHU,Kaduna,Kaduna North,(Federal Constituency),All Progressives Congress
HON. GIDEON GWANI LUCAS,Kaduna,Kaura,(Federal Constituency),Peoples Democratic Party
HON. GAIYA  GODFREY ALI,Kaduna,Jaba/Zangon Kafat,(Federal Constituency),Peoples Democratic Party
HON. MUSTAPHA  IBRAHIM KHALID,Kaduna,Soba,(Federal Constituency),Peoples Democratic Party
HON. ASHIRU  ISA  MOHAMMED,Kaduna,Makarfi/Kudan,(Federal Constituency),Peoples Democratic Party
HON. ABDULKADIR TIJJANI JOBE,Kano,Dawakin-Tofa/Tofa/Rimin Gado,(Federal Constituency),All Progressives Congress
HON. LAWAN  FAROUK  MOHAMMED,Kano,Bagwai/Shanono,(Federal Constituency),Peoples Democratic Party
HON. ADO MUSA TSAMIYA,Kano,Gezawa/Gabasawa,(Federal Constituency),All Progressives Congress
HON.  ZAREWA AHMAD AUDI,Kano,Karaye/Rogo,(Federal Constituency),All Progressives Congress
HON. JIBRIN ABDULMUMIN,Kano,Kiru/Bebeji,(Federal Constituency),All Progressives Congress
HON. MUSA HARUNA FATAHI,Kano,Kano Municipal,(Federal Constituency),All Progressives Congress
HON. MOHAMMED USMAN  ADAMU,Kano,Albasu/Gaya/Ajingi,(Federal Constituency),All Progressives Congress
HON. ALIYU RANO SANI  MOHAMMED,Kano,Rano/Bunkure/Kibiya Federal Constituency,(Federal Constituency),All Progressives Congress
HON. GARO NASIRU SULE,Kano,Gwarzo/kabo Federal Constituency,(Federal Constituency),All Progressives Congress
HON. CHIROMAWA MUHTARI MUHAMMAD,Kano,Kura/Madobi/Garin Malan,(Federal Constituency),All Progressives Congress
HON. DANAGUNDI MUNIR BABBA,Kano,Kumbotso,(Federal Constituency),Peoples Democratic Party
HON. ILA NASIRU BABALLE,Kano,Tarauni,(Federal Constituency),All Progressives Congress
HON. GALADANCHI MUHAMMAD BASHIR,Kano,Gwale,(Federal Constituency),Peoples Democratic Party
HON. SHEHU LAWAN,Kano,Bichi,(Federal Constituency),All Progressives Congress
HON. AHMED NASSIR ALI,Kano,Nassarawa,(Federal Constituency),All Progressives Congress
HON. AYUBA BADAMASI,Kano,Dabbatta/Makoda,(Federal Constituency),All Progressives Congress
HON. MADAKI ALIYU SANI,Kano,Dala,(Federal Constituency),All Progressives Congress
HON. BASHIR BABALE,Kano,Ungogo/Minjibir,(Federal Constituency),All Progressives Congress
HON. ADAMU ABDULSALAM,Kano,Tsanyawa/Kunchi,(Federal Constituency),Peoples Democratic Party
HON. BALA MUSTAPHA DAWAKI,Kano,Dawakin-Kudu/Warawa,(Federal Constituency),All Progressives Congress
HON. SULEIMAN AMINU GORO,Kano,Fagge,(Federal Constituency),All Progressives Congress
HON. ABDULRAHAMAN SUMAILA KAWU SULEIMAN,Kano,Sumaila/Takai,(Federal Constituency),All Progressives Congress
HON. GARBA  ALHASSAN  ADO,Kano,Tudun-Wada/Doguwa,(Federal Constituency),All Progressives Congress
HON. WUDIL MOHAMMED ALI,Kano,Wudil/Garko,(Federal Constituency),All Progressives Congress
HON. GARBA DANLAMI,Katsina,MUSAWA/MATAZU,(Federal Constituency),Peoples Democratic Party
HON. DALHAT HAMZA,Katsina,BATAGARA/CHARANGI/RIMI,(Federal Constituency),All Progressives Congress
HON. AUWALU SANI,Katsina,DUTSIN-MA/KURFI,(Federal Constituency),Peoples Democratic Party
HON. SANI NASIRU ZANGON DAURA,Katsina,ZANGO/BAURE,(Federal Constituency),All Progressives Congress
HON. DAN-MUSA GAMBO MUSA,Katsina,SAFANA/DAN-MUSA/BATSARI,(Federal Constituency),All Progressives Congress
HON. AMIRUDDIN TUKUR,Katsina,Bakoro/Danja,(Federal Constituency),All Progressives Congress
HON. BABANGIDA IBRAHIM,Katsina,Malunfashi/Kafur,(Federal Constituency),All Progressives Congress
HON. SALISCO SALISU,Katsina,Kaita/Jibiya Constituency,(Federal Constituency),All Progressives Congress
HON. KAITA AHMED B,Katsina,Kankia/Kusada/ Ingawa Federal Constituency,(Federal Constituency),All Progressives Congress
HON. ABUBAKAR SHIEK UMAR,Katsina,Katsina Federal Constituency,(Federal Constituency),All Progressives Congress
HON. DAURA SALISU ADO,Katsina,Daura/Maiduwa/Sadamu Constituency,(Federal Constituency),All Progressives Congress
HON. DORO ISA LAWAL,Katsina,Mani/Bindawa Constituency,(Federal Constituency),All Progressives Congress
HON. MASHI SANI BELLO,Katsina,Mashi/Dutsi Constituency,(Federal Constituency),All Progressives Congress
HON. MACHIKA ABBAS,Katsina,Kankara/Faskari/Sabuwa Constituency,(Federal Constituency),All Progressives Congress
HON. FUNTUA MANSUR,Katsina,Funtua/Dandume Constituency,(Federal Constituency),All Progressives Congress
HON. GULMA GARBA  MUSA,Kebbi,Argungu/Augie,(Federal Constituency),Peoples Democratic Party
HON. KAMBA IBRAHIM  BAWA,Kebbi,Arewa/Dandi,(Federal Constituency),Peoples Democratic Party
HON. MOHAMMED KALGO SANI UMAR,Kebbi,Birnin Kebbi - Kalgo - Bunza,(Federal Constituency),Peoples Democratic Party
HON. MUSA AMINU KOKO,Kebbi,Maiyama/koko - Besse,(Federal Constituency),Peoples Democratic Party
HON. DAN-ALKALI ABDULLAHI MOHAMMED,Kebbi,Zuru/Fakai/Sakaba/Danko-Wasagu,(Federal Constituency),Peoples Democratic Party
HON. UBA GARBA UMAR,Kebbi,Yauri/Shanga/Ngasky,(Federal Constituency),Peoples Democratic Party
HON. HALILU ALIERO UMAR,Kebbi,"Aliero, Gwandu, Jega",(Federal Constituency),Peoples Democratic Party
HON. A. BELLO KAOJE,Kebbi,Bagudo / Suru,(Federal Constituency),Peoples Democratic Party
HON. ZAKARI TOM OGIJO,Kogi,Bassa / Dekina,(Federal Constituency),Peoples Democratic Party
HON. IDRIS MOHAMMED  IBRAHIM,Kogi,Ankpa-Omala-Olamaboro,(Federal Constituency),Peoples Democratic Party
HON. YUSUF AYO TAJUDEEN,Kogi,KABBA-BUNU/IJIMU,(Federal Constituency),Peoples Democratic Party
HON. KARIM SUNDAY STEVE,Kogi,Yagba East/West,(Federal Constituency),Peoples Democratic Party
HON. TIJANI AHMED YUSUF,Kogi,OKENE/OGORI-MAGONGO,(Federal Constituency),Peoples Democratic Party
HON. HUSSAIN ISMAIL INAH,Kogi,IDAH/IGALAMELA/IBAJI/OFU,(Federal Constituency),Peoples Democratic Party
HON. BADAMASUIY ABDULRAHAMAN,Kogi,ADAVI/OKEHI,(Federal Constituency),Peoples Democratic Party
HON. JIBRIL  UMAR BUBA,Kogi,Lokoja,(Federal Constituency),Peoples Democratic Party
HON. MOHAMMED SADIQ ASEMA,Kogi,Ajaokuta,(Federal Constituency),Peoples Democratic Party
HON. AHMAN PATEGI ALIYU  BAHAGO,Kwara,Edu/Moro/Patigi,(Federal Constituency),All Progressives Congress
HON. MUSTAPHA MASHOOD,Kwara,Ilorin West/Asa,(Federal Constituency),All Progressives Congress
HON. AHMAD ALI B.,Kwara,Ilorin East/Ilorin South,(Federal Constituency),All Progressives Congress
HON. ZAKARI MOHAMMED,Kwara,Baruten/Kalama,(Federal Constituency),All Progressives Congress
HON. IBRAHIM RAFIU ADEBAYO,Kwara,Felodun/Offa/Oyun,(Federal Constituency),All Progressives Congress
HON. AKEEM AIYEDUN OLAYINKA,Kwara,"Isin, Irepodun, Ekiti & Oke-Ero",(Federal Constituency),All Progressives Congress
HON. JAKANDE AYODEJI LABIB,Lagos,Somolu,(Federal Constituency),All Progressives Congress
HON. GBAJABIAMILA FEMI,Lagos,Surulere I Federal Constituency,(Federal Constituency),All Progressives Congress
HON. KAKO ARE ABAYOMI  DAUDA,Lagos,Mushin I Federal Constituency,(Federal Constituency),All Progressives Congress
HON. ONABAMIRO RAFEEQUAT ARINOLA,Lagos,Badagry,(Federal Constituency),All Progressives Congress
HON. DABIRI-EREWA ABIKE,Lagos,Ikorodu,(Federal Constituency),All Progressives Congress
HON. FATAI MORUF  AKINDERU,Lagos,Oshodi-Isolo I Federal Constituency,(Federal Constituency),All Progressives Congress
HON. OLADUNJOYE HAMZAT  GANIYU,Lagos,Mushin II Federal Constituency,(Federal Constituency),All Progressives Congress
HON. OWOLABI MONSURU  ALAO,Lagos,Lagos Island II Federal Constituency,(Federal Constituency),All Progressives Congress
HON. OKOYA-THOMAS OLAJUMOKE,Lagos,Lagos Island I Federal Constituency,(Federal Constituency),All Progressives Congress
HON. AJEBIOSU YACOOB  EKUNDAYO A.,Lagos,Kosofe Federal Constituency,(Federal Constituency),All Progressives Congress
HON. TUNJI OLUKOLU GANIYU,Lagos,Amuwo Odofin Federal Constituency,(Federal Constituency),All Progressives Congress
