HON. MUNIRU HAKEEM ABIODUN,Lagos,Oshodi / Isolo Fed. Const II,(Federal Constituency),All Progressives Congress
HON. AKINLOYE HAZEEZ BABAJIDE,Lagos,Eti-Osa,(Federal Constituency),All Progressives Congress
HON. ADEOLA SOLOMON OLAMILEKAN,Lagos,Alimosho,(Federal Constituency),All Progressives Congress
HON. KAZEEM ALLIU BABATUNDE,Lagos,Surulere Fed. Const. II,(Federal Constituency),All Progressives Congress
HON. BABATUNDE JIMOH ADEWALE,Lagos,Apapa Federal Constituency,(Federal Constituency),All Progressives Congress
HON. ABIODUN FALAKE JAMES,Lagos,IKEJA,(Federal Constituency),All Progressives Congress
HON. BALOGUN YAKUB ABIOUDUN AKANNI,Lagos,LAGOS ISLAND II,(Federal Constituency),All Progressives Congress
HON. ABAYOMI OGUNNISI MICHAEL,Lagos,Ifako Ijaye,(Federal Constituency),All Progressives Congress
HON. ADEJARE SAMUEL BABATUNDE,Lagos,AGEGE,(Federal Constituency),All Progressives Congress
HON. MUKAILA ODUBOTE LANRE,Lagos,EPE,(Federal Constituency),All Progressives Congress
HON. ADENEKAN TAIWO OYEWOLE,Lagos,AJEROMI/IFELODUN,(Federal Constituency),All Progressives Congress
HON. ISIAKA SUARAU OLUWATOYIN,Lagos,OJO,(Federal Constituency),All Progressives Congress
HON. AYEOLA ABDUL - KABIRU ABAYOMI,Lagos,IJEBU - LEKKI,(Federal Constituency),All Progressives Congress
HON. ONAWO MOHAMMED OGOSHI,Nasarawa,AWE/DOMA/KEANA,(Federal Constituency),Peoples Democratic Party
HON. EMMANUEL DAVID DAVEMATICS OMBUGADU,Nasarawa,AKWANGA/WAMBA/NASARAWA EGGON,(Federal Constituency),Peoples Democratic Party
HON. ONWANA MUSA BABA,Nasarawa,Nasarawa / Toto,(Federal Constituency),All Progressives Congress
HON. KANA ISHAQ AHMED,Nasarawa,Karu / Kokona / Keffi,(Federal Constituency),All Progressives Congress
HON. HARUNA KIGBU JOSEPH,Nasarawa,Lafia / Obi,(Federal Constituency),Peoples Democratic Party
HON. HALIRU ZAKARI JIKANTORO,Niger,Agwara / Borgu,(Federal Constituency),Peoples Democratic Party
HON. GARBA ABDULLAHI  IDRIS,Niger,Kontagora/Wushishi/Mariga/Mashegu,(Federal Constituency),All Progressives Congress
HON. MOHAMMED ABDULLAHI RICCO,Niger,MUNYA/RAFI/SHIRORO,(Federal Constituency),Peoples Democratic Party
HON. SHAMAKI ATIKU,Niger,MAGAMA/RIJAU,(Federal Constituency),All Progressives Congress
HON. MOHAMMED AHMED MUKHTAR,Niger,Gurara/Suleja/Tafa,(Federal Constituency),Peoples Democratic Party
HON. USMAN CHECHE ABDULMALIK DAGACI,Niger,Bida Gbaka Paicho,(Federal Constituency),Peoples Democratic Party
HON. BAGO MOHAMMED UMARU,Niger,Chanchaga,(Federal Constituency),All Progressives Congress
HON. MOHAMMED IDRIS SANI,Niger,Lavvn/Edati/Mokwa,(Federal Constituency),Peoples Democratic Party
HON. IBRAHIM ABDUL EBBO,Niger,Agale / Lapai,(Federal Constituency),Peoples Democratic Party
HON. SHADAFI SALIHU ADAMU,Niger,Bosso/Paikoro,(Federal Constituency),All Progressives Congress
HON. RAZAQ ADEWUSI  TUNDE,Ogun,Egbado North/Imeko Afon,(Federal Constituency),PPN
HON. ISIAQ AKINLADE  A.,Ogun,Egbado South/Ipokia,(Federal Constituency),Peoples Democratic Party
HON. OSOBA OLUMIDE BABATUNDE,Ogun,"Abeokuta North, Obafemi Owode & Odeda Fed. Const.",(Federal Constituency),All Progressives Congress
HON. WILLIAMS SAMUEL OLUSEGUN,Ogun,Abeokuta South,(Federal Constituency),All Progressives Congress
HON. OGUNOLA BABATUNDE OLABODE,Ogun,Ado-Odo / Otta,(Federal Constituency),All Progressives Congress
HON. ADEYEMI ADEKUNLE,Ogun,Ifo / Ewekoro,(Federal Constituency),All Progressives Congress
HON. KEHINDE ODENEYE OLESEGUN,Ogun,Ijebu Central,(Federal Constituency),All Progressives Congress
HON. ABUDU-BALOGUN ABIODUN,Ogun,Ogun Waterside/Ijebu North /East,(Federal Constituency),All Progressives Congress
HON. BURAIMO BUKUYOLA TAOFEEK,Ogun,Sagamu/Ikenne / Remo North,(Federal Constituency),All Progressives Congress
HON. ENIOLORUNDA OMOSULE,Ondo,Owo/Ose,(Federal Constituency),Labour Party
HON. OLOGUNAGBA DEBO  JEROME,Ondo,Akoko South East/South Wes,(Federal Constituency),Labour Party
HON. JOSEPH AKINLAJA IRANOLA,Ondo,ONDO EAST/WEST,(Federal Constituency),Labour Party
HON. BAKARE MOSHOOD ABIODUN,Ondo,Idanre / Ifedore,(Federal Constituency),Labour Party
HON. ABEGUNDE IFEDAYO SUNDAY,Ondo,Akure South / North,(Federal Constituency),ACN
HON. DAUDA GANNY OLUWADARE,Ondo,Akoko North East/North-West,(Federal Constituency),Labour Party
HON. ALBERT AKINTOYE,Ondo,Okitipupa/Irele,(Federal Constituency),Peoples Democratic Party
HON. JOHNSON ADEOBA AKINTOLA,Ondo,Ile - Oluji/Okeigbo & Odigbo,(Federal Constituency),Labour Party
HON. NOMIYE RAPHAEL OLOYE,Ondo,Ilaje / Ese Odo,(Federal Constituency),Labour Party
HON. OLAROTIMI MAKINDE MIKAIL,Osun,Ife Federal Constituency,(Federal Constituency),All Progressives Congress
HON. TAJUDEEN AJAGBE ADETUNJI,Osun,Eden North,(Federal Constituency),All Progressives Congress
HON. GAFARU AKINTAYO AMERE,Osun,Ayedire / Iwo / Ola-Oluwa,(Federal Constituency),All Progressives Congress
HON. FAKEYE JULIUS OLUFEMI,Osun,Boluwaduro / Ifedayo / Ila,(Federal Constituency),All Progressives Congress
HON. AGUNBIAZE NATHANIEL IGE,Osun,Oriade / Obokon,(Federal Constituency),All Progressives Congress
HON. AJIBOLA FAMUREWA ISRAEL,Osun,Atakumosa / East/ West & Ilesa East /West,(Federal Constituency),All Progressives Congress
HON. SULAIMON YUSSUFF LASUN,Osun,Irepodun / Olorunda / Orolu / Osogbo,(Federal Constituency),All Progressives Congress
HON. OMIDIRAN AYO,Osun,Ayedaade / Irewole / Isokan,(Federal Constituency),All Progressives Congress
HON. AJAYI ADEYINKA AYANTUNJI,Osun,Osun Central II (Odo-Otin / Ifelodun / Boripe,(Federal Constituency),All Progressives Congress
HON. AKANDE-ADEOLA  MULIKAT O.,Oyo,"Ogbomosho North,South/Orire",(Federal Constituency),Peoples Democratic Party
HON. AJIBOLA  MURAINA SAUBANA,Oyo,Ibarapa Central/North,(Federal Constituency),Peoples Democratic Party
HON. ODEBUNMI OLUSEGUN DOKUN,Oyo,Ogo Oluwa / Surulere,(Federal Constituency),Peoples Democratic Party
HON. SAHEED AKINADS- FIJABI,Oyo,Ibadan North,(Federal Constituency),All Progressives Congress
HON. OLAYFA IBRAHIM ADENIYI,Oyo,Oluyole,(Federal Constituency),ACCORD
HON. JIMOH AFEES ADELOWO,Oyo,Irepo/Orelope/Olorunsogo,(Federal Constituency),Peoples Democratic Party
HON. BUSARI OLAYEMI SIKIRU,Oyo,Egbeda/ Ona-Ara,(Federal Constituency),ACCORD
HON. AWOLEYE ABIODUN DADA,Oyo,Ibadan North,(Federal Constituency),All Progressives Congress
HON. BUSARI MURITALA KAYODE ADEWALE,Oyo,Akinyele/Lagelu,(Federal Constituency),ACCORD
HON. OYEKOLA OLABIYI JULIUS,Oyo,Iseyin/ Itesiwasu / Kajola / Iwajowa,(Federal Constituency),All Progressives Congress
HON. ADEYEMI ADEPOJU SUNDAY,Oyo,Ibarapa East / Ido,(Federal Constituency),All Progressives Congress
HON. ABISODUN KAREEM  TAJUDEEN,Oyo,"Saki East,West/Atisbo",(Federal Constituency),Peoples Democratic Party
HON. AJAJA ABIOLA ADEBUKOLA,Oyo,Ibadan N.East / South East,(Federal Constituency),ACCORD
HON. AKINLABI MUDASHIRU KAMIL,Oyo,Afijio/Atiba East/Oyo West,(Federal Constituency),Peoples Democratic Party
HON. MWADKWON SIMON DAVOU,Plateau,Barakin-Ladi/Riyom,(Federal Constituency),Peoples Democratic Party
HON. JONATHAN AMINU PUNWET,Plateau,MANGU/BOKKOS,(Federal Constituency),Peoples Democratic Party
HON. IDRIS  AHMED,Plateau,Wase,(Federal Constituency),All Progressives Congress
HON. LAR BENI,Plateau,Langtang North/Langtang South,(Federal Constituency),Peoples Democratic Party
HON. KAZE BITRUS B.,Plateau,Jos South/Jos East,(Federal Constituency),Peoples Democratic Party
HON. KWANDE SULEIMAN YAHAYA,Plateau,Jos North/Bassa Federal Constituency,(Federal Constituency),All Progressives Congress
HON. GOAR EMMANUEL LOKJI LUKA,Plateau,PANKSHIN/KANKE/KANAM,(Federal Constituency),Peoples Democratic Party
HON. TIRSEL INNOCENT ZEITET,Plateau,SHENDAMMIKANG/QUAANPAN,(Federal Constituency),Peoples Democratic Party
HON. PETERSIDE DAKUKU ADOL,Rivers,Andoni / Opobo / Nkoro,(Federal Constituency),All Progressives Congress
HON. CHINDA KINGSLEY OGUNDU,Rivers,Obio-Akpor,(Federal Constituency),Peoples Democratic Party
HON. MPIGI BARINADA,Rivers,Eleme / Oyigbo / Tai,(Federal Constituency),All Progressives Congress
HON. NSIEGBE BLESSING IBIBA,Rivers,Port Harcourt Fed. Const.2,(Federal Constituency),Peoples Democratic Party
HON. NWUKE OGBONNA,Rivers,Etche / Omuma,(Federal Constituency),All Progressives Congress
HON. GEORGE DAWARI IBIETELA,Rivers,Akuku - Toru/Asari - Toru,(Federal Constituency),All Progressives Congress
HON. GOGO BRIGHT TAMUNO,Rivers,Okrika / Ogu / Bolo,(Federal Constituency),Peoples Democratic Party
HON. PRONEN MAURICE,Rivers,Khana / Gokana,(Federal Constituency),All Progressives Congress
HON. CHIKERE KENNETH ANAYO,Rivers,Port Harcourt One,(Federal Constituency),Peoples Democratic Party
HON. HONOURABLE  ASITA,Rivers,Ogba/Egbema/Ndoni/Ahoada West,(Federal Constituency),All Progressives Congress
HON. OKAGUA-APIAFI BETTY JOCELYNE,Rivers,Ahoada East/Abua/Odual,(Federal Constituency),Peoples Democratic Party
HON. UCHENDU ANDREW IGBONULE,Rivers,Ikwerre/Emohua,(Federal Constituency),All Progressives Congress
HON. DAVIES  SOKONTE HUTTIN,Rivers,Degema/Bonny,(Federal Constituency),All Progressives Congress
HON. WAMAKKO ABDULLAHI MUHAMMED,Sokoto,KWARE/WAMMAKO,(Federal Constituency),All Progressives Congress
HON. SA'ADU NABUNKARI MOHAMMED,Sokoto,BINJI/SILAME,(Federal Constituency),All Progressives Congress
HON. BALARABE ABDULLAHI SALAME,Sokoto,ILLELA/GWADABAWA,(Federal Constituency),All Progressives Congress
HON. SHEHU ALIYU  A.A.,Sokoto,Dange-Shuni/Bodinga/Tureta,(Federal Constituency),All Progressives Congress
HON. SHAGARI  AMINU SHEHU,Sokoto,Yabo/Shagari,(Federal Constituency),All Progressives Congress
HON. TAMBUWAL WAZIRI AMINU,Sokoto,Kebbe/Tambuwal Federal Constituency,(Federal Constituency),All Progressives Congress
HON. BASHIR ISA SALIHU,Sokoto,Tangaza/Gudu,(Federal Constituency),All Progressives Congress
HON. ACHIDA KABIRU MARAFA,Sokoto,Wurno / Rabah,(Federal Constituency),All Progressives Congress
HON. SARKIN-ADAR   MUSA,Sokoto,Goronyo/Gada,(Federal Constituency),All Progressives Congress
HON. GOBIR  SHUAIBU GWANDU,Sokoto,Isa/S.Birni,(Federal Constituency),All Progressives Congress
HON. BATURE UMAR MOHAMMED,Sokoto,Sokoto North/South,(Federal Constituency),Peoples Democratic Party
HON. AMINU MALLE IBRAHIM,Taraba,Jalingo / Yorro / Zing,(Federal Constituency),All Progressives Congress
HON. SAM-TSOKWA ALBERT  TAMINU,Taraba,Donga/Ussa/Takum/Special Area,(Federal Constituency),Peoples Democratic Party
HON. BAWA ISHAKA  MOHAMMED,Taraba,Ibi/Wukari,(Federal Constituency),Peoples Democratic Party
HON. MANWE JERIMON  SAMEUL,Taraba,Lau/K/Lamido/Ardo-Kola,(Federal Constituency),Peoples Democratic Party
HON. EL-SUDI IBRAHIM TUKUR,Taraba,Gashaka/Kurmi/Sardauna,(Federal Constituency),Peoples Democratic Party
HON. MANU HARUNA,Taraba,Bali/Gassol,(Federal Constituency),Peoples Democratic Party
HON. MACHINAMA  BABA BUKAR,Yobe,Machina/Nguru/Karasuwa/Yusufari,(Federal Constituency),All Progressives Congress
HON. LAWAN GONI  BUKAR,Yobe,Bursari/Geidam/Yunusari,(Federal Constituency),All Progressives Congress
HON. IBRAHIM KHADIJA  BUKAR,Yobe,Damatura/Gujba/Gulani/Tarmuwa,(Federal Constituency),All Progressives Congress
HON. YAKUBU ALI,Yobe,Nangere/Potiskum,(Federal Constituency),Peoples Democratic Party
HON. GADAKA ISMAILA AHMED,Yobe,Fika/Fune,(Federal Constituency),All Progressives Congress
HON. EL-BADAWY HASSAN KAKU,Yobe,Bade/Jakusko,(Federal Constituency),All Progressives Congress
HON. SHENU GUSAU IBRAHIM,Zamfara,GUSAU/TSAFE,(Federal Constituency),Peoples Democratic Party
HON. LAWAL MU'AZU B/TUDU,Zamfara,Gummi/Bukkuyum,(Federal Constituency),All Progressives Congress
HON. MUTAWALLE BELLO MARADUN,Zamfara,Bakura/Maradun,(Federal Constituency),Peoples Democratic Party
HON. HASSAN LAWALI ANKA,Zamfara,Anka/Talata Mafara,(Federal Constituency),All Progressives Congress
HON. SANI DANGALADIMA UMAR,Zamfara,KAURA - NAMODA/BIRNIN MAGAJI,(Federal Constituency),Peoples Democratic Party
HON. YUSUF BILIYAMINU SHINKAFI,Zamfara,ZurmiI/Shinkafi,(Federal Constituency),Peoples Democratic Party
HON. IBRAHIM SANI RUWAN DORUWA,Zamfara,Bungudu/Maru,(Federal Constituency),All Progressives Congress
